Supplier_ID,Supplier_Name,Material_ID,Material_Name,OnTime_Delivery_Percentage,Quality_Score,Average_Price_Deviation,Fulfilled_Order_Count,Complaint_Count,Lead_Days,Discount_Offer_Percentage,Create_Datetime
S164,Supplier_S164,M432,Maltodextrin,71.1,3.4,-5.94,893,7,6,6.56,23-06-25 19:47:57
S164,Supplier_S164,M450,Acetic Acid,74.13,4,-5.96,394,6,10,1.14,23-06-25 19:47:57
S165,Supplier_S165,M061,Barley Malt Extract,83.31,4.8,-3.56,161,2,2,8.25,23-06-25 19:47:57
S165,Supplier_S165,M173,Onion Powder,83.95,3.5,-4.63,73,4,10,2.9,23-06-25 19:47:57
S165,Supplier_S165,M263,Fumaric Acid,94.51,3.8,7.36,900,7,10,25.48,23-06-25 19:47:57
S165,Supplier_S165,M316,Cocoa Powder,80.13,4.4,-1.89,226,20,10,15.69,23-06-25 19:47:57
S165,Supplier_S165,M458,Onion Powder,97.51,3.8,1.72,932,2,8,27.3,23-06-25 19:47:57
S165,Supplier_S165,M467,Aspartame,81.31,4.4,4.72,400,20,10,23.55,23-06-25 19:47:57
S166,Supplier_S166,M132,Pectin,72.96,3.4,4.94,581,18,9,6.63,23-06-25 19:47:57
S166,Supplier_S166,M212,Potassium Sorbate,90.58,3,4.34,48,2,1,1.63,23-06-25 19:47:57
S166,Supplier_S166,M224,Milk Solids,70.67,3.1,1.47,174,4,10,15.38,23-06-25 19:47:57
S166,Supplier_S166,M254,Soy Lecithin,86.09,3.2,-0.24,334,17,10,22.7,23-06-25 19:47:57
S166,Supplier_S166,M322,Citric Acid,71.57,4.1,-6.84,39,15,8,3.48,23-06-25 19:47:57
S167,Supplier_S167,M012,Tomato Powder,84.44,4.7,8.05,178,12,0,29.56,23-06-25 19:47:57
S167,Supplier_S167,M030,Disodium Guanylate,88.64,3.5,-0.53,127,18,3,13.95,23-06-25 19:47:57
S167,Supplier_S167,M103,Maltodextrin,86.05,4.4,8.73,945,5,6,26.47,23-06-25 19:47:57
S167,Supplier_S167,M129,Potatoes,79.01,4.2,3.91,500,10,2,28.94,23-06-25 19:47:57
S167,Supplier_S167,M204,Modified Starch,86.87,4.2,8.85,737,13,10,22.44,23-06-25 19:47:57
S167,Supplier_S167,M242,Modified Starch,93.24,3.9,-8.43,638,9,7,18.95,23-06-25 19:47:57
S167,Supplier_S167,M280,Sodium Bicarbonate,85.71,3.8,5.82,533,19,2,11.36,23-06-25 19:47:57
S167,Supplier_S167,M309,Salt,90.33,5,-3.73,20,0,1,0.36,23-06-25 19:47:57
S167,Supplier_S167,M432,Maltodextrin,74.03,3.2,-1.11,370,7,9,1.23,23-06-25 19:47:57
S167,Supplier_S167,M480,Salt,86.91,4.3,0.23,177,13,2,9.49,23-06-25 19:47:57
S167,Supplier_S167,M496,Lactic Acid,87.6,4.8,3.09,205,6,7,27.77,23-06-25 19:47:57
S168,Supplier_S168,M057,Glucono Delta Lactone,76.52,3.9,-5.28,381,3,10,11.02,23-06-25 19:47:57
S168,Supplier_S168,M106,Paprika Extract,85.08,4.8,4.07,328,3,10,27.48,23-06-25 19:47:57
S168,Supplier_S168,M229,Tomato Powder,77.61,4.7,-1.53,384,19,4,29.75,23-06-25 19:47:57
S168,Supplier_S168,M233,Vegetable Oil,99.27,3.2,-4.48,419,11,10,11.85,23-06-25 19:47:57
S168,Supplier_S168,M258,Corn,92.3,4.8,6.44,823,1,9,7.97,23-06-25 19:47:57
S168,Supplier_S168,M386,Corn Syrup,94.39,4.2,3.81,996,12,4,2.63,23-06-25 19:47:57
S168,Supplier_S168,M475,Yeast Extract,72.84,4.2,-2.32,670,13,4,17.14,23-06-25 19:47:57
S169,Supplier_S169,M011,Cheddar Cheese,86.09,3.3,-6.33,483,7,1,13.29,23-06-25 19:47:57
S169,Supplier_S169,M120,Modified Starch,70.2,4.1,-9.76,552,8,8,29.32,23-06-25 19:47:57
S169,Supplier_S169,M131,Disodium Guanylate,80.79,4.8,0.74,663,2,1,23.07,23-06-25 19:47:57
S169,Supplier_S169,M227,Maltodextrin,81.11,3.1,0.6,244,15,6,10.52,23-06-25 19:47:57
S169,Supplier_S169,M302,Dextrose,72.54,4.3,-1.68,476,19,6,18.7,23-06-25 19:47:57
S169,Supplier_S169,M422,Disodium Guanylate,89.53,4.4,-9.48,539,10,9,5.77,23-06-25 19:47:57
S169,Supplier_S169,M483,Corn Syrup,74.28,4.1,-4.65,950,20,5,21.23,23-06-25 19:47:57
S170,Supplier_S170,M029,Disodium Inosinate,94.96,3.5,-8.36,29,17,0,30,23-06-25 19:47:57
S170,Supplier_S170,M035,Brown Sugar,83.61,3.6,-5.39,748,6,5,3.59,23-06-25 19:47:57
S170,Supplier_S170,M158,Gum Arabic,78.16,3.1,-5.95,808,18,1,4.66,23-06-25 19:47:57
S170,Supplier_S170,M191,Whey Protein,78.1,4.2,-7.26,860,3,8,21.56,23-06-25 19:47:57
S170,Supplier_S170,M270,Barley Malt Extract,96.5,3.8,9.6,530,3,5,14.54,23-06-25 19:47:57
S170,Supplier_S170,M307,Vanillin,91.78,3.3,1.56,872,11,0,19.27,23-06-25 19:47:57
S170,Supplier_S170,M355,Lactic Acid,85.6,4,-0.68,310,15,7,15.14,23-06-25 19:47:57
S171,Supplier_S171,M019,Paprika Extract,80.61,4.1,7.49,645,4,3,25.94,23-06-25 19:47:57
S171,Supplier_S171,M051,Fumaric Acid,79.06,5,7.07,119,7,6,17.16,23-06-25 19:47:57
S171,Supplier_S171,M067,Paprika Extract,93.02,4.5,-4.21,132,0,7,22.41,23-06-25 19:47:57
S171,Supplier_S171,M283,Whey Protein,95.14,3.6,8.41,60,3,6,29.81,23-06-25 19:47:57
S171,Supplier_S171,M365,Cocoa Powder,73.67,4.6,-3.41,608,12,3,28.07,23-06-25 19:47:57
S171,Supplier_S171,M391,Natural Flavors,73.87,3.4,2.11,113,13,7,9.11,23-06-25 19:47:57
S171,Supplier_S171,M447,Gum Arabic,91.72,3.1,0.25,845,10,5,16.86,23-06-25 19:47:57
S172,Supplier_S172,M015,Maltodextrin,79.43,3.5,-7.38,670,9,7,9.49,23-06-25 19:47:57
S172,Supplier_S172,M020,Natural Flavors,78,4.6,-7.84,903,1,7,6.67,23-06-25 19:47:57
S172,Supplier_S172,M210,Maltodextrin,90.48,3.6,8.32,977,3,6,7.7,23-06-25 19:47:57
S172,Supplier_S172,M339,Sodium Bicarbonate,97.25,3.7,-7.04,884,13,5,11.58,23-06-25 19:47:57
S173,Supplier_S173,M105,Potassium Sorbate,82.02,3.2,9.63,498,10,3,0.2,23-06-25 19:47:57
S173,Supplier_S173,M154,Vegetable Oil,80.92,4.8,-6.42,993,1,8,24.09,23-06-25 19:47:57
S173,Supplier_S173,M330,Potassium Sorbate,75.26,4.1,-8.66,736,6,2,29.44,23-06-25 19:47:57
S173,Supplier_S173,M350,Brown Sugar,82.23,4.5,-3.71,487,3,8,4.08,23-06-25 19:47:57
S173,Supplier_S173,M352,Onion Powder,90.16,3.8,0.45,702,2,1,4.3,23-06-25 19:47:57
S173,Supplier_S173,M465,Acesulfame K,86.22,3.5,-6.59,976,2,1,13.05,23-06-25 19:47:57
S173,Supplier_S173,M486,Sucrose,71.53,4,-6.59,125,10,10,7.49,23-06-25 19:47:57
S174,Supplier_S174,M021,Barley Malt Extract,98.18,3.2,9.41,192,18,4,1.15,23-06-25 19:47:57
S174,Supplier_S174,M023,Lactic Acid,88.47,3.6,0.96,10,9,4,6.31,23-06-25 19:47:57
S174,Supplier_S174,M291,Sugar,97.97,4.4,1.89,99,10,7,26.68,23-06-25 19:47:57
S174,Supplier_S174,M339,Sodium Bicarbonate,99.28,3.8,-0.19,627,19,8,28.3,23-06-25 19:47:57
S174,Supplier_S174,M383,Glucono Delta Lactone,78.72,3.9,8.14,499,9,2,29.53,23-06-25 19:47:57
S174,Supplier_S174,M417,Tapioca Starch,82.81,4.3,3,884,10,6,25.33,23-06-25 19:47:57
S174,Supplier_S174,M473,Caramel Color,81.3,5,3.59,182,1,1,10.67,23-06-25 19:47:57
S174,Supplier_S174,M485,Fumaric Acid,74.09,4,3.7,703,17,1,12.16,23-06-25 19:47:57
S175,Supplier_S175,M099,Ascorbic Acid,82.39,3.4,0.04,636,15,0,21.17,23-06-25 19:47:57
S175,Supplier_S175,M130,Baking Powder,86.5,4.9,-0.77,735,6,7,23.93,23-06-25 19:47:57
S175,Supplier_S175,M308,Ascorbic Acid,93.92,3.8,-3.69,552,1,1,27.53,23-06-25 19:47:57
S175,Supplier_S175,M397,Modified Starch,86.33,4.6,3.04,724,11,10,12.14,23-06-25 19:47:57
S175,Supplier_S175,M413,Skimmed Milk Powder,77.84,4.5,-0.95,261,10,5,6.32,23-06-25 19:47:57
S176,Supplier_S176,M123,Fumaric Acid,96.98,4.1,-9.34,961,10,0,28.84,23-06-25 19:47:57
S176,Supplier_S176,M138,Yeast Extract,91.3,3.9,-6.65,588,0,3,8.76,23-06-25 19:47:57
S176,Supplier_S176,M161,Glucono Delta Lactone,75.93,4.3,6.19,104,10,1,1.28,23-06-25 19:47:57
S176,Supplier_S176,M189,Corn,76.73,5,-5.78,32,18,8,5.07,23-06-25 19:47:57
S176,Supplier_S176,M226,Gum Arabic,75.32,4.8,2,908,17,8,22.57,23-06-25 19:47:57
S176,Supplier_S176,M363,Garlic Powder,79.32,4,9.83,442,20,0,6.06,23-06-25 19:47:57
S177,Supplier_S177,M018,Yeast Extract,71.25,3.7,8.66,891,1,5,6.3,23-06-25 19:47:57
S177,Supplier_S177,M069,Disodium Inosinate,83.1,3.2,-1.29,420,16,1,11.87,23-06-25 19:47:57
S177,Supplier_S177,M145,Sodium Citrate,77.51,3.7,8.08,179,1,6,18.77,23-06-25 19:47:57
S177,Supplier_S177,M197,Caramel Color,98.03,4,-0.61,517,5,1,22.54,23-06-25 19:47:57
S177,Supplier_S177,M279,Sugar,70.75,3.9,7.93,927,6,7,2.71,23-06-25 19:47:57
S177,Supplier_S177,M338,Tomato Powder,88.53,3.4,-2.85,344,1,9,19.24,23-06-25 19:47:57
S177,Supplier_S177,M347,Monosodium Glutamate,79.22,3.4,9.62,445,3,1,0.56,23-06-25 19:47:57
S177,Supplier_S177,M479,Barley Malt Extract,89.88,3.1,-9.27,155,9,3,28.72,23-06-25 19:47:57
S178,Supplier_S178,M088,Vegetable Oil,73.68,4.7,-0.96,930,14,1,24.32,23-06-25 19:47:57
S178,Supplier_S178,M203,Citric Acid,88.08,4.8,0.25,873,17,5,21.36,23-06-25 19:47:57
S178,Supplier_S178,M269,Baking Powder,90.05,3.8,8.12,549,1,4,5.11,23-06-25 19:47:57
S178,Supplier_S178,M280,Sodium Bicarbonate,93.89,4.4,-7.53,126,14,10,10.89,23-06-25 19:47:57
S178,Supplier_S178,M320,Paprika Extract,98.14,4.2,-9.25,194,15,9,28.51,23-06-25 19:47:57
S178,Supplier_S178,M325,Sucrose,71.79,3.3,7.03,479,13,2,22.81,23-06-25 19:47:57
S178,Supplier_S178,M328,Cheddar Cheese,82.2,3.4,-2.83,254,20,1,0.48,23-06-25 19:47:57
S178,Supplier_S178,M426,Pectin,90.77,4.7,1.32,353,19,4,12.56,23-06-25 19:47:57
S179,Supplier_S179,M025,Soy Lecithin,83.94,4.1,1.18,334,14,9,24.45,23-06-25 19:47:57
S179,Supplier_S179,M102,Pectin,76.77,3.5,-8,348,15,1,20.44,23-06-25 19:47:57
S179,Supplier_S179,M165,Aspartame,98.45,4.7,6.21,514,17,4,5.27,23-06-25 19:47:57
S179,Supplier_S179,M206,Lactic Acid,91.14,4.3,5.1,569,19,3,23.28,23-06-25 19:47:57
S179,Supplier_S179,M231,Sucralose,71.13,3.8,9.69,638,20,8,8.59,23-06-25 19:47:57
S179,Supplier_S179,M239,Salt,80.85,4.7,-6.26,279,7,4,14.14,23-06-25 19:47:57
S179,Supplier_S179,M269,Baking Powder,78.52,4.6,2.36,64,14,10,28.36,23-06-25 19:47:57
S179,Supplier_S179,M333,Citric Acid,84.89,4.7,0.41,652,0,4,12.5,23-06-25 19:47:57
S179,Supplier_S179,M442,Potassium Sorbate,91.67,3.4,-0.13,790,17,1,29.86,23-06-25 19:47:57
S179,Supplier_S179,M472,Caramel Color,91.29,3.9,-6.73,150,14,7,8.73,23-06-25 19:47:57
S180,Supplier_S180,M052,Palm Oil,99.34,4.3,-4.51,589,1,9,22.36,23-06-25 19:47:57
S180,Supplier_S180,M062,Baking Powder,76.85,3.7,-0.93,435,3,5,12.8,23-06-25 19:47:57
S180,Supplier_S180,M122,Onion Powder,72.48,4.7,2.9,349,18,1,26.84,23-06-25 19:47:57
S180,Supplier_S180,M151,Ascorbic Acid,97.63,4.9,-6.89,344,12,9,19.03,23-06-25 19:47:57
S180,Supplier_S180,M168,Whey Protein,81.75,5,9.3,43,5,9,9.55,23-06-25 19:47:57
S180,Supplier_S180,M254,Soy Lecithin,77.52,3.1,4.13,582,9,8,20.91,23-06-25 19:47:57
S180,Supplier_S180,M463,Brown Sugar,81.05,4.2,3.18,496,16,6,19.81,23-06-25 19:47:57
S181,Supplier_S181,M192,Sucrose,70.08,4.3,8.14,865,18,10,14.82,23-06-25 19:47:57
S181,Supplier_S181,M300,Onion Powder,87.7,4.3,4.24,425,12,6,16.35,23-06-25 19:47:57
S181,Supplier_S181,M329,Sugar,90.94,4.2,1.5,222,2,9,26.43,23-06-25 19:47:57
S181,Supplier_S181,M351,Sodium Citrate,91.66,3.2,-0.13,404,9,7,18.01,23-06-25 19:47:57
S181,Supplier_S181,M377,Sodium Benzoate,76.11,3.6,6.7,777,16,4,16.9,23-06-25 19:47:57
S181,Supplier_S181,M393,Monosodium Glutamate,97.8,3.9,-0.86,871,3,1,23.45,23-06-25 19:47:57
S181,Supplier_S181,M416,Tomato Powder,70.21,5,2.77,123,8,9,15.01,23-06-25 19:47:57
S181,Supplier_S181,M470,Garlic Powder,79.99,4.7,-5.79,760,7,0,27.69,23-06-25 19:47:57
S181,Supplier_S181,M492,Barley Malt Extract,87.74,4.3,-5.41,145,12,0,8.22,23-06-25 19:47:57
S182,Supplier_S182,M098,Cocoa Powder,84.25,3,-3.38,122,13,9,9.23,23-06-25 19:47:57
S182,Supplier_S182,M204,Modified Starch,99.26,3.4,0.85,662,10,1,22.82,23-06-25 19:47:57
S182,Supplier_S182,M341,Acetic Acid,97.45,3.4,6.65,306,17,7,1.27,23-06-25 19:47:57
S182,Supplier_S182,M374,Sucrose,87.92,3.1,1.14,63,10,3,14.13,23-06-25 19:47:57
S183,Supplier_S183,M009,Palm Oil,81.97,4.3,-2.53,931,16,7,3.63,23-06-25 19:47:57
S183,Supplier_S183,M160,Paprika Extract,73.06,4.6,-7.57,73,7,2,5.94,23-06-25 19:47:57
S183,Supplier_S183,M163,Sunflower Oil,78.11,3.1,1.94,40,8,0,24.26,23-06-25 19:47:57
S183,Supplier_S183,M184,Fumaric Acid,75.1,4.3,1.16,310,3,7,3.84,23-06-25 19:47:57
S183,Supplier_S183,M218,Vegetable Oil,78.42,4.7,7.83,211,8,10,2.29,23-06-25 19:47:57
S183,Supplier_S183,M280,Sodium Bicarbonate,81.42,4.5,8.25,589,4,2,26.06,23-06-25 19:47:57
S183,Supplier_S183,M281,Garlic Powder,73.53,3.3,-5.94,647,8,0,13.76,23-06-25 19:47:57
S183,Supplier_S183,M445,Garlic Powder,89.23,4.4,7.94,409,9,7,1.57,23-06-25 19:47:57
S183,Supplier_S183,M449,Sucrose,88.93,3.8,8.49,799,4,5,5.26,23-06-25 19:47:57
S183,Supplier_S183,M458,Onion Powder,96.28,3.3,-1.46,718,9,8,29.03,23-06-25 19:47:57
S184,Supplier_S184,M005,Potatoes,74.19,4.5,0.78,774,18,6,26.93,23-06-25 19:47:57
S184,Supplier_S184,M015,Maltodextrin,92.56,3.1,-0.83,586,3,1,16.13,23-06-25 19:47:57
S184,Supplier_S184,M017,Sodium Bicarbonate,73.92,5,-6.77,462,17,6,16.83,23-06-25 19:47:57
S184,Supplier_S184,M083,Modified Starch,79.3,3.8,6.31,494,8,0,22.6,23-06-25 19:47:57
S184,Supplier_S184,M200,Ascorbic Acid,72.92,4.3,-9.96,373,20,4,16.43,23-06-25 19:47:57
S184,Supplier_S184,M201,Vanillin,73.23,3.8,8.53,867,18,1,23.16,23-06-25 19:47:57
S184,Supplier_S184,M313,Sunflower Oil,71.05,3.1,4.55,805,14,0,26.9,23-06-25 19:47:57
S184,Supplier_S184,M369,Disodium Inosinate,94.73,4.4,0.13,370,13,9,21.88,23-06-25 19:47:57
S185,Supplier_S185,M139,Tapioca Starch,99.98,3.9,-3.03,846,2,7,25.96,23-06-25 19:47:57
S185,Supplier_S185,M225,Gum Arabic,89.85,3.6,-8.29,469,19,7,26.02,23-06-25 19:47:57
S185,Supplier_S185,M323,Dextrose,87.78,3.7,-6.02,703,10,3,23.37,23-06-25 19:47:57
S185,Supplier_S185,M474,Gum Arabic,89.58,3.8,3.84,824,2,7,25.95,23-06-25 19:47:57
S186,Supplier_S186,M127,Disodium Inosinate,97.16,5,1.44,183,12,2,4.17,23-06-25 19:47:57
S186,Supplier_S186,M184,Fumaric Acid,90.59,4.3,-0.49,973,11,8,9.01,23-06-25 19:47:57
S186,Supplier_S186,M217,Baking Powder,90.8,3.3,1.34,837,10,6,5.06,23-06-25 19:47:57
S186,Supplier_S186,M226,Gum Arabic,70.5,4,8.19,710,13,2,18.17,23-06-25 19:47:57
S186,Supplier_S186,M261,Ascorbic Acid,77.22,4.1,-2.5,573,8,5,28.85,23-06-25 19:47:57
S186,Supplier_S186,M390,Lactic Acid,80.32,3.5,-5.61,940,10,9,25.6,23-06-25 19:47:57
S186,Supplier_S186,M442,Potassium Sorbate,72.3,3.2,5.33,343,13,7,4.95,23-06-25 19:47:57
S187,Supplier_S187,M148,Milk Solids,77.45,4.2,4.42,301,0,10,26.27,23-06-25 19:47:57
S187,Supplier_S187,M157,Natural Flavors,72.79,4.8,7.95,542,13,5,13.75,23-06-25 19:47:57
S187,Supplier_S187,M225,Gum Arabic,75.12,4.7,2.02,823,18,2,18.7,23-06-25 19:47:57
S187,Supplier_S187,M274,Aspartame,92.96,4.8,-1.72,431,9,7,22.37,23-06-25 19:47:57
S187,Supplier_S187,M405,Caramel Color,72.68,4.2,2.47,406,7,6,10.17,23-06-25 19:47:57
S187,Supplier_S187,M471,Sugar,80.12,4.4,9.81,785,12,6,2.15,23-06-25 19:47:57
S188,Supplier_S188,M033,Vanillin,91.93,3.5,7.03,860,2,4,26.45,23-06-25 19:47:57
S188,Supplier_S188,M143,Tomato Powder,89.05,4.4,7,824,17,6,6.53,23-06-25 19:47:57
S188,Supplier_S188,M170,Gum Arabic,96.54,4,-2.43,569,12,1,24.86,23-06-25 19:47:57
S188,Supplier_S188,M171,Lactic Acid,82.94,4.3,2.15,454,5,0,3.04,23-06-25 19:47:57
S188,Supplier_S188,M188,Vanillin,79.18,3.1,-9.09,981,9,7,21.83,23-06-25 19:47:57
S188,Supplier_S188,M256,Corn,88.59,3.7,2.4,338,2,10,29.01,23-06-25 19:47:57
S188,Supplier_S188,M259,Disodium Inosinate,95.03,3.2,-5.68,541,3,1,21.76,23-06-25 19:47:57
S188,Supplier_S188,M328,Cheddar Cheese,90.07,3.3,-0.81,594,18,0,29.29,23-06-25 19:47:57
S188,Supplier_S188,M459,Pectin,75.05,4,-8.06,802,13,8,12.51,23-06-25 19:47:57
S188,Supplier_S188,M460,Citric Acid,75.29,3.4,-7.31,508,5,8,28.45,23-06-25 19:47:57
S188,Supplier_S188,M485,Fumaric Acid,77.33,4.5,9.02,853,16,10,18.28,23-06-25 19:47:57
S189,Supplier_S189,M020,Natural Flavors,94.5,3.9,-3.9,824,7,3,0.71,23-06-25 19:47:57
S189,Supplier_S189,M135,Glucono Delta Lactone,75.91,3.2,3.41,511,16,10,9.4,23-06-25 19:47:57
S189,Supplier_S189,M157,Natural Flavors,73.12,4.1,-5.24,513,1,2,21.35,23-06-25 19:47:57
S189,Supplier_S189,M165,Aspartame,97.42,3.1,4.01,980,18,9,4.26,23-06-25 19:47:57
S189,Supplier_S189,M277,Natural Flavors,89.24,4.4,-9.23,121,14,7,24.81,23-06-25 19:47:57
S189,Supplier_S189,M374,Sucrose,85.14,3.8,9.55,697,11,2,29.04,23-06-25 19:47:57
S189,Supplier_S189,M400,Milk Solids,93.54,4.4,3.45,741,12,8,22.13,23-06-25 19:47:57
S189,Supplier_S189,M487,Barley Malt Extract,87.07,3.4,-3.9,965,20,8,24.77,23-06-25 19:47:57
S190,Supplier_S190,M001,Sugar,70.95,3.2,-5.35,626,0,8,5.97,23-06-25 19:47:57
S190,Supplier_S190,M068,Sodium Benzoate,82.13,4.3,-4.21,424,0,5,5.16,23-06-25 19:47:57
S190,Supplier_S190,M116,Corn Syrup,92.41,4.5,8.29,722,19,3,11.9,23-06-25 19:47:57
S190,Supplier_S190,M194,Tomato Powder,79.86,4.8,9.1,284,2,5,24.45,23-06-25 19:47:57
S190,Supplier_S190,M306,Acetic Acid,77.84,4.4,-0.3,828,16,0,10.29,23-06-25 19:47:57
S190,Supplier_S190,M317,Disodium Guanylate,76.99,3.1,4.71,510,20,0,14.14,23-06-25 19:47:57
S190,Supplier_S190,M340,Acetic Acid,78.66,4.6,9.41,444,13,2,25.07,23-06-25 19:47:57
S190,Supplier_S190,M358,Milk Solids,92.96,4.3,-2.39,448,11,5,12.36,23-06-25 19:47:57
S190,Supplier_S190,M427,Onion Powder,82.01,4.7,-9.87,20,2,5,0.9,23-06-25 19:47:57
S190,Supplier_S190,M451,Milk Solids,78.34,4.3,5.21,543,13,10,24.38,23-06-25 19:47:57
S190,Supplier_S190,M468,Ascorbic Acid,98.62,4.2,-9.97,73,18,8,5.7,23-06-25 19:47:57
S191,Supplier_S191,M185,Annatto Extract,84.12,4.7,1.67,976,19,1,14.17,23-06-25 19:47:57
S191,Supplier_S191,M213,Corn,90.58,4.2,-4.37,958,14,6,11.85,23-06-25 19:47:57
S191,Supplier_S191,M252,Baking Powder,85.63,3.5,2.77,213,11,0,25.91,23-06-25 19:47:57
S191,Supplier_S191,M288,Glucono Delta Lactone,78.98,4.4,-3.69,558,0,3,17.32,23-06-25 19:47:57
S192,Supplier_S192,M023,Lactic Acid,93.57,4.2,-3.56,462,14,10,6.41,23-06-25 19:47:57
S192,Supplier_S192,M212,Potassium Sorbate,88.91,3.9,-9.66,699,3,8,0.18,23-06-25 19:47:57
S192,Supplier_S192,M260,Vanillin,89.16,3.7,-0.83,691,13,1,5,23-06-25 19:47:57
S192,Supplier_S192,M284,Annatto Extract,94.61,4.5,6.87,76,9,7,4.04,23-06-25 19:47:57
S192,Supplier_S192,M376,Monosodium Glutamate,78.49,4.8,2.26,789,8,8,9.39,23-06-25 19:47:57
S192,Supplier_S192,M403,Palm Oil,79.1,4,5.82,155,18,6,1.46,23-06-25 19:47:57
S193,Supplier_S193,M024,Ascorbic Acid,88.34,4.5,-0.89,917,20,9,5.83,23-06-25 19:47:57
S193,Supplier_S193,M028,Skimmed Milk Powder,84.65,3.5,-0.29,408,10,10,20.37,23-06-25 19:47:57
S193,Supplier_S193,M289,Garlic Powder,91.16,3.6,-9.37,433,2,7,26.31,23-06-25 19:47:57
S193,Supplier_S193,M355,Lactic Acid,86.27,4.6,0.81,28,1,6,26.4,23-06-25 19:47:57
S193,Supplier_S193,M463,Brown Sugar,70.09,4.3,8.84,339,0,10,10.81,23-06-25 19:47:57
S193,Supplier_S193,M477,Potatoes,98.97,4.8,-6.39,623,5,0,16.64,23-06-25 19:47:57
S193,Supplier_S193,M478,Sucrose,99.4,4,-2.73,567,5,6,29.31,23-06-25 19:47:57
S193,Supplier_S193,M499,Disodium Inosinate,74.8,3.4,3.93,910,16,7,15.11,23-06-25 19:47:57
S194,Supplier_S194,M042,Acetic Acid,94.43,4.9,-0.6,428,10,5,20.1,23-06-25 19:47:57
S194,Supplier_S194,M097,Disodium Guanylate,88.39,3.3,9.81,767,9,9,10.09,23-06-25 19:47:57
S194,Supplier_S194,M105,Potassium Sorbate,81.51,3.9,-4.66,347,9,9,21.69,23-06-25 19:47:57
S194,Supplier_S194,M114,Salt,79.91,3.2,-1,389,2,8,21.74,23-06-25 19:47:57
S194,Supplier_S194,M213,Corn,87.57,4.4,-8.55,960,16,1,8.7,23-06-25 19:47:57
S194,Supplier_S194,M230,Sodium Bicarbonate,86.56,4.1,-6.43,582,17,7,7.61,23-06-25 19:47:57
S194,Supplier_S194,M235,Citric Acid,98.84,3.9,-0.79,610,0,7,3.49,23-06-25 19:47:57
S194,Supplier_S194,M341,Acetic Acid,70.07,3.5,9.12,864,20,7,3.73,23-06-25 19:47:57
S195,Supplier_S195,M139,Tapioca Starch,83.24,3.4,-1.5,763,20,3,8.93,23-06-25 19:47:57
S195,Supplier_S195,M187,Sugar,91.92,4.9,7.84,785,16,3,0.54,23-06-25 19:47:57
S195,Supplier_S195,M315,Sucrose,83.14,3.4,-9.29,35,18,3,14.68,23-06-25 19:47:57
S196,Supplier_S196,M042,Acetic Acid,75.26,4,-1.16,294,5,9,13.08,23-06-25 19:47:57
S196,Supplier_S196,M203,Citric Acid,98.07,4.3,-5.98,649,9,10,10.36,23-06-25 19:47:57
S196,Supplier_S196,M275,Acesulfame K,88.51,4.2,2.25,620,7,3,20.62,23-06-25 19:47:57
S196,Supplier_S196,M357,Yeast Extract,90.25,4.3,3.71,595,15,7,16.87,23-06-25 19:47:57
S196,Supplier_S196,M456,Pectin,89.05,3.7,-8.85,404,13,3,7.27,23-06-25 19:47:57
S196,Supplier_S196,M486,Sucrose,86.17,4.5,-7.64,316,15,4,7.94,23-06-25 19:47:57
S197,Supplier_S197,M090,Sodium Bicarbonate,93.03,3.3,0.06,899,1,1,15.54,23-06-25 19:47:57
S197,Supplier_S197,M110,Acetic Acid,92.97,5,2.92,440,11,6,13.46,23-06-25 19:47:57
S197,Supplier_S197,M112,Soy Lecithin,71.46,4.5,-1.95,249,17,3,22.63,23-06-25 19:47:57
S197,Supplier_S197,M130,Baking Powder,94.94,3.1,6.96,824,13,10,14.98,23-06-25 19:47:57
S197,Supplier_S197,M164,Baking Powder,93.92,3.7,6.78,875,5,2,7.1,23-06-25 19:47:57
S197,Supplier_S197,M260,Vanillin,80.57,3.6,9.83,342,11,6,22.93,23-06-25 19:47:57
S197,Supplier_S197,M281,Garlic Powder,71.54,3.6,4.6,994,14,4,18.79,23-06-25 19:47:57
S197,Supplier_S197,M292,Sodium Benzoate,75.78,3.6,-3.62,461,3,4,4.48,23-06-25 19:47:57
S198,Supplier_S198,M211,Fumaric Acid,71.96,4.3,5.47,895,13,1,6.17,23-06-25 19:47:57
S198,Supplier_S198,M220,Potatoes,92,3.6,-0.71,532,2,6,10.92,23-06-25 19:47:57
S198,Supplier_S198,M251,Brown Sugar,99.46,3.9,3.63,329,10,2,18.87,23-06-25 19:47:57
S198,Supplier_S198,M320,Paprika Extract,88.82,4.6,-3.04,14,17,3,5.76,23-06-25 19:47:57
S198,Supplier_S198,M329,Sugar,82.16,4.6,-2.59,485,20,0,25.81,23-06-25 19:47:57
S198,Supplier_S198,M436,Disodium Guanylate,80.19,3.8,3.72,423,17,4,9.78,23-06-25 19:47:57
S198,Supplier_S198,M446,Cocoa Powder,82.65,5,-3.26,206,2,3,28.76,23-06-25 19:47:57
S198,Supplier_S198,M469,Palm Oil,83.67,4.2,-7.08,691,1,9,9.6,23-06-25 19:47:57
S199,Supplier_S199,M080,Corn,77.13,3.2,-5.23,664,19,7,1.88,23-06-25 19:47:57
S199,Supplier_S199,M125,Sunflower Oil,89.02,4.6,-0.99,243,11,8,28.23,23-06-25 19:47:57
